交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名,起点側／接続区分,起点側／交通調査基本区間番号,起点側／世代管理番号（十の位）,起点側／路線名等,起点側／備考,終点側／接続区分,終点側／交通調査基本区間番号,終点側／世代管理番号（十の位）,終点側／路線名等,終点側／備考,現道旧道区分,管理区分,市区町村コード,自動車専用道路の別,区間種別,分離区間／分離区分,分離区間／交通調査基本区間番号,区間延長（ｋｍ）,高規格道路の別,一般国道指定区間,一方通行フラグ,平成２７年度／交通調査基本区間番号,平成２７年度／世代管理番号（十の位）,平成２７年度／世代管理番号（一の位）,交通量／都道府県指定市コード,交通量／調査単位区間番号,上り／観測地点交通調査基本区間番号,上り／交通量観測地点地名,上り／令和３年度調査交通量観測・非観測の別,上り／個別調査結果活用の別,上り／１２時間・２４時間観測の別,上り／交通量観測年月日,上り／昼間１２時間自動車類交通量／小型車（台）,上り／昼間１２時間自動車類交通量／大型車（台）,上り／昼間１２時間自動車類交通量／合計（台）,上り／２４時間自動車類交通量／小型車（台）,上り／２４時間自動車類交通量／大型車（台）,上り／２４時間自動車類交通量／合計（台）,下り／観測地点交通調査基本区間番号,下り／交通量観測地点地名,下り／令和３年度調査交通量観測・非観測の別,下り／個別調査結果活用の別,下り／１２時間・２４時間観測の別,下り／交通量観測年月日,下り／昼間１２時間自動車類交通量／小型車（台）,下り／昼間１２時間自動車類交通量／大型車（台）,下り／昼間１２時間自動車類交通量／合計（台）,下り／２４時間自動車類交通量／小型車（台）,下り／２４時間自動車類交通量／大型車（台）,下り／２４時間自動車類交通量／合計（台）,昼間１２時間自動車類交通量（上下合計）／小型車（台）,昼間１２時間自動車類交通量（上下合計）／大型車（台）,昼間１２時間自動車類交通量（上下合計）／合計（台）,２４時間自動車類交通量（上下合計）／小型車（台）,２４時間自動車類交通量（上下合計）／大型車（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,昼間１２時間ピーク比率（％）,昼間１２時間大型車混入率（％）,混雑度,平成２７年度／交通量／都道府県指定市コード,平成２７年度／交通量／調査単位区間番号,平成２７年度／昼間１２時間自動車類交通量（台）,平成２７年度／２４時間自動車類交通量（台）,旅行速度／都道府県指定市コード,旅行速度／調査単位区間番号,朝夕（混雑時）／上り／旅行速度計測・非計測の別,朝夕（混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／上り／取得件数／小型車（件）,朝夕（混雑時）／上り／取得件数／大型車（件）,朝夕（混雑時）／上り／取得件数／合計（件）,朝夕（混雑時）／下り／旅行速度計測・非計測の別,朝夕（混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／取得件数／小型車（件）,朝夕（混雑時）／下り／取得件数／大型車（件）,朝夕（混雑時）／下り／取得件数／合計（件）,昼間（非混雑時）／上り／旅行速度計測・非計測の別,昼間（非混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／上り／取得件数／小型車（件）,昼間（非混雑時）／上り／取得件数／大型車（件）,昼間（非混雑時）／上り／取得件数／合計（件）,昼間（非混雑時）／下り／旅行速度計測・非計測の別,昼間（非混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／下り／取得件数／小型車（件）,昼間（非混雑時）／下り／取得件数／大型車（件）,昼間（非混雑時）／下り／取得件数／合計（件）,昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）,昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）,平成２７年度／旅行速度／都道府県指定市コード,平成２７年度／旅行速度／調査単位区間番号,平成２７年度／混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／混雑時／下り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／下り／平均旅行速度（ｋｍ／ｈ）,道路状況／都道府県指定市コード,道路状況／調査単位区間番号,区間延長／改良済み区間率（％）,区間延長／5.5ｍ以上改良済み区間率（％）,幅員構成／道路部幅員（ｍ）,幅員構成／車道部幅員（ｍ）,幅員構成／車道幅員（ｍ）,幅員構成／中央帯幅員（ｍ）,幅員構成／歩道幅員／上り（ｍ）,幅員構成／歩道幅員／下り（ｍ）,幅員構成／自転車道幅員／上り（ｍ）,幅員構成／自転車道幅員／下り（ｍ）,幅員構成／停車帯等幅員／上り（ｍ）,幅員構成／停車帯等幅員／下り（ｍ）,車線数,交通安全施設等／歩道設置率（％）,交通安全施設等／自転車歩行者道設置率（％）,交通安全施設等／自転車道設置率（％）,交通安全施設等／自転車レーン設置率（％）,交通安全施設等／両側歩道設置率（％）,交通安全施設等／両側自転車歩行者道設置率（％）,交通安全施設等／両側自転車道設置率（％）,交通安全施設等／両側自転車レーン設置率（％）,交通安全施設等／歩道代表幅員（ｍ）,交通安全施設等／自転車道代表幅員（ｍ）,バス路線／バス路線延長率（％）,バス路線／バス優先・専用レーンの有無,交差点密度／信号交差点（箇所／ｋｍ）,交差点密度／信号のない交差点（箇所／ｋｍ）,代表信号交差点／青時間比（％）,代表信号交差点／右折専用車線の有無等,鉄道との平面交差箇所の有無,指定最高速度（ｋｍ／ｈ）,付加車線及び登坂車線設置箇所の有無／上り,付加車線及び登坂車線設置箇所の有無／下り,代表沿道状況,中央分離帯／中央分離帯の種類,中央分離帯／中央分離帯の設置状況,軌道の有無,自転車通行可能区分,異常気象時等通行規制区分,リバーシブルレーン運用の有無,アクセスコントロール,平成２７年度／道路状況／都道府県指定市コード,平成２７年度／道路状況／調査単位区間番号,交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名
13300060110,0,0,3,6,一般国道６号,6,,,台東区・墨田区境,,2,13403190280,0,環状三号線,,1,1,13107,0,0,0,,0.3,0,1,0,13300060110,0,0,13100,12030,13300060120,墨田区向島3丁目1-2,2,1,2,20191126,10898,1601,12499,16051,2661,18712,13300060120,墨田区向島3丁目1-2,2,1,2,20191126,8700,1616,10316,13312,2199,15511,19598,3217,22815,29363,4860,34223,1.5,9.3,14.1,1.41,13100,12030,19164,28554,13100,12090,1,20.7,18.6,20.4,9133,3915,13048,1,11.3,11.3,11.3,9757,1292,11049,1,21.7,20.2,21.5,29331,11113,40444,1,13.5,13.9,13.6,30495,14200,44695,21.1,12.8,13100,12090,19.4,14.1,25.2,16.7,13100,12050,100,100,21.8,16.5,13,0.4,2.6,2.6,0,0,1.7,1.7,4,100,47.4,0,52.6,100,47.4,0,52.6,2.6,0,100,3,6.8,10.5,39,1,2,50,2,2,1,7,,4,1,1,2,4,13100,12050,13300060110,0,0,3,6,一般国道６号
13300060120,0,0,3,6,一般国道６号,2,13403190280,0,環状三号線,,1,13403060140,0,王子千住夢の島線,,1,1,13107,0,0,0,,1.6,0,1,0,13300060120,0,0,13100,12030,13300060120,墨田区向島3丁目1-2,2,1,2,20191126,10898,1601,12499,16051,2661,18712,13300060120,墨田区向島3丁目1-2,2,1,2,20191126,8700,1616,10316,13312,2199,15511,19598,3217,22815,29363,4860,34223,1.5,9.3,14.1,1.41,13100,12030,19164,28554,13100,12100,1,21.6,20.7,21.5,14305,6768,21073,1,15,13.5,14.9,11855,2598,14453,1,21.9,21.1,21.7,38581,18798,57379,1,20.1,18.8,19.8,32306,22739,55045,21.6,17.9,13100,12100,21.6,16,22.4,23.2,13100,12050,100,100,21.8,16.5,13,0.4,2.6,2.6,0,0,1.7,1.7,4,100,47.4,0,52.6,100,47.4,0,52.6,2.6,0,100,3,6.8,10.5,39,1,2,50,2,2,1,7,,4,1,1,2,4,13100,12050,13300060120,0,0,3,6,一般国道６号
13300060130,0,0,3,6,一般国道６号,1,13403060140,0,王子千住夢の島線,,1,13604490110,0,新荒川堤防線,,1,1,13107,0,0,0,,1.2,0,1,0,13300060130,0,0,13100,12040,13300060130,墨田区東向島6-22,1,0,2,20211000,11841,1274,13115,17332,2356,19688,13300060130,墨田区東向島6-22,1,0,2,20211000,10607,1603,12210,16117,2259,18376,22448,2877,25325,33449,4615,38064,1.5,9.1,11.4,1.13,13100,12040,26271,39902,13100,12110,1,14.7,13.6,14.6,14909,6786,21695,1,23.3,22.6,23.3,14339,3079,17418,1,23.5,21.3,23.2,44090,20889,64979,1,24.5,23.4,24.3,39017,26657,65674,19.1,24,13100,12110,16.8,23.8,25.7,25,13100,12060,100,100,21.8,14.6,14.1,0.5,3.6,3.6,0,0,0,0,4,100,100,0,0,100,100,0,0,3.6,0,100,1,4.3,11.4,57,2,2,50,2,2,1,7,,4,1,1,2,4,13100,12060,13300060130,0,0,3,6,一般国道６号
13300060140,0,0,3,6,一般国道６号,1,13604490110,0,新荒川堤防線,,6,,,墨田区・葛飾区境,,1,1,13107,0,0,0,,0.2,0,1,0,13300060140,0,0,13100,12050,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,9939,1071,11010,14769,1727,16496,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,10514,1485,11999,15624,2394,18018,20453,2556,23009,30393,4121,34514,1.5,8.9,11.1,1.06,13100,12050,23446,35638,13100,12120,1,11.1,10.3,11,14057,6333,20390,1,33.2,30.9,33.1,14877,3159,18036,1,23.9,22.2,23.7,40191,18786,58977,1,37.5,35.2,37.2,40333,27056,67389,16.9,35.8,13100,12120,14.3,36.8,23.9,39.4,13100,12060,100,100,21.8,14.6,14.1,0.5,3.6,3.6,0,0,0,0,4,100,100,0,0,100,100,0,0,3.6,0,100,1,4.3,11.4,57,2,2,50,2,2,1,7,,4,1,1,2,4,13100,12060,13300060140,0,0,3,6,一般国道６号
13300060150,0,0,3,6,一般国道６号,6,,,墨田区・葛飾区境,,1,13604500100,0,新荒川葛西堤防線,,1,1,13122,0,0,0,,0.5,0,1,0,13300060150,0,0,13100,12050,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,9939,1071,11010,14769,1727,16496,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,10514,1485,11999,15624,2394,18018,20453,2556,23009,30393,4121,34514,1.5,8.9,11.1,0.98,13100,12050,23446,35638,13100,12120,1,15.4,13.7,15.2,13885,6277,20162,1,19.7,19.1,19.7,14675,3118,17793,1,36,33.6,35.7,39745,18742,58487,1,22.9,22.4,22.8,40114,26863,66977,24.2,21.7,13100,12120,20.5,22.4,36.2,25.6,13100,12070,100,100,22.45,14.75,14.25,0.5,3.6,3.6,0,0,0,0,4,100,100,0,0,100,100,0,0,3.6,0,100,3,1,7,57,1,2,50,2,2,2,1,3,4,1,1,2,4,13100,12070,13300060150,0,0,3,6,一般国道６号
13300060160,0,0,3,6,一般国道６号,1,13604500100,0,新荒川葛西堤防線,,2,13300060240,0,一般国道６号,,1,1,13122,0,0,0,,0.3,0,1,0,13300060160,0,0,13100,12050,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,9939,1071,11010,14769,1727,16496,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,10514,1485,11999,15624,2394,18018,20453,2556,23009,30393,4121,34514,1.5,8.9,11.1,0.98,13100,12050,23446,35638,13100,12130,1,24,23.2,23.9,23245,11396,34641,1,26.3,24.2,26.2,16748,3682,20430,1,24.7,22.4,24.4,63042,35868,98910,1,26.5,25,26.3,50573,34115,84688,24.2,26.3,13100,12130,25.2,27.6,24.2,27,13100,12070,100,100,22.45,14.75,14.25,0.5,3.6,3.6,0,0,0,0,4,100,100,0,0,100,100,0,0,3.6,0,100,3,1,7,57,1,2,50,2,2,2,1,3,4,1,1,2,4,13100,12070,13300060160,0,0,3,6,一般国道６号
13300060170,0,0,3,6,一般国道６号,2,13300060240,0,一般国道６号,,1,13400600070,0,市川四つ木線,,1,1,13122,0,0,0,,0.2,0,1,0,13300060170,0,0,13100,12050,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,9939,1071,11010,14769,1727,16496,13300060150,葛飾区四つ木１丁目７,1,0,1,20210900,10514,1485,11999,15624,2394,18018,20453,2556,23009,30393,4121,34514,1.5,8.9,11.1,0.98,13100,12050,23446,35638,13100,12140,1,34.2,31.9,33.9,25350,12473,37823,1,34.4,33.8,34.4,19147,3873,23020,1,37.3,34.5,37,68026,39326,107352,1,42.6,43.2,42.7,54641,34378,89019,35.8,39.6,13100,12140,42.2,34.5,39.2,42.4,13100,12070,100,100,22.45,14.75,14.25,0.5,3.6,3.6,0,0,0,0,4,100,100,0,0,100,100,0,0,3.6,0,100,3,1,7,57,1,2,50,2,2,2,1,3,4,1,1,2,4,13100,12070,13300060170,0,0,3,6,一般国道６号
13300060180,0,0,3,6,一般国道６号,1,13400600070,0,市川四つ木線,,1,13403180440,0,環状七号線,,1,1,13122,0,0,0,,2.8,0,1,0,13300060180,0,0,13100,12060,13300060200,葛飾区新宿3-7,1,0,2,20211000,12621,2259,14880,19219,4106,23325,13300060200,葛飾区新宿3-7,1,0,2,20211000,13327,2875,16202,21154,4315,25469,25948,5134,31082,40373,8421,48794,1.57,9,16.5,1.16,13100,12060,35146,56657,13100,12150,1,12,11.1,11.9,15462,8762,24224,1,11.8,11.8,11.8,14979,3611,18590,1,26.2,25.8,26.1,54429,33356,87785,1,18.7,19.3,18.8,48482,35039,83521,18.5,15.6,13100,12150,14.4,14.4,29.3,22,13100,12080,100,100,25.2,16.5,15.25,0.3,4.2,4.2,0,0,0,0,6,100,100,0,0,100,100,0,0,4.2,0,92.5,1,3,6.2,60,1,1,50,2,2,2,4,1,4,1,1,2,4,13100,12080,13300060180,0,0,3,6,一般国道６号
13300060190,0,0,3,6,一般国道６号,1,13403180440,0,環状七号線,,1,13604670050,0,千住新宿町線,,1,1,13122,0,0,0,,0.5,0,1,0,13300060190,0,0,13100,12060,13300060200,葛飾区新宿3-7,1,0,2,20211000,12621,2259,14880,19219,4106,23325,13300060200,葛飾区新宿3-7,1,0,2,20211000,13327,2875,16202,21154,4315,25469,25948,5134,31082,40373,8421,48794,1.57,9,16.5,1.16,13100,12060,35146,56657,13100,12160,1,11.4,10.8,11.3,15028,11598,26626,1,11.2,10,11.1,17402,7555,24957,1,25.2,23.3,24.9,54131,48887,103018,1,15.7,15.3,15.6,52075,57498,109573,17.6,13.7,13100,12160,10.4,12.3,26.1,16,13100,12080,100,100,25.2,16.5,15.25,0.3,4.2,4.2,0,0,0,0,6,100,100,0,0,100,100,0,0,4.2,0,92.5,1,3,6.2,60,1,1,50,2,2,2,4,1,4,1,1,2,4,13100,12080,13300060190,0,0,3,6,一般国道６号
13300060200,0,0,3,6,一般国道６号,1,13604670050,0,千住新宿町線,,2,13403070210,0,王子金町江戸川線,,1,1,13122,0,0,0,,1.3,0,1,0,13300060200,0,0,13100,12060,13300060200,葛飾区新宿3-7,1,0,2,20211000,12621,2259,14880,19219,4106,23325,13300060200,葛飾区新宿3-7,1,0,2,20211000,13327,2875,16202,21154,4315,25469,25948,5134,31082,40373,8421,48794,1.57,9,16.5,1.16,13100,12060,35146,56657,13100,12170,1,9.8,9.1,9.7,14934,10068,25002,1,21.9,21.3,21.8,18339,7702,26041,1,13.3,12.9,13.3,56928,45882,102810,1,23.5,23.5,23.5,55087,58906,113993,11.8,22.9,13100,12170,8.3,22.6,13.5,24.3,13100,12080,100,100,25.2,16.5,15.25,0.3,4.2,4.2,0,0,0,0,6,100,100,0,0,100,100,0,0,4.2,0,92.5,1,3,6.2,60,1,1,50,2,2,2,4,1,4,1,1,2,4,13100,12080,13300060200,0,0,3,6,一般国道６号
13300060210,0,0,3,6,一般国道６号,2,13403070210,0,王子金町江戸川線,,1,13403070190,0,王子金町江戸川線,,1,1,13122,0,0,0,,0.3,0,1,0,13300060210,0,0,13100,12070,13300060210,葛飾区金町３丁目３２,1,0,1,20210914,9426,1886,11312,14730,3026,17756,13300060210,葛飾区金町３丁目３２,1,0,1,20210914,10925,2443,13368,17072,3920,20992,20351,4329,24680,31802,6946,38748,1.57,9.4,17.5,1.03,13100,12070,25011,40268,13100,12180,1,8.2,7.2,8,10161,4934,15095,1,57.4,54.8,57.2,16520,5383,21903,1,23.6,21,23,42708,29925,72633,1,58.3,55.6,57.7,44796,41303,86099,14.2,57.5,13100,12180,5.5,45.7,13.4,50.2,13100,12080,100,100,25.2,16.5,15.25,0.3,4.2,4.2,0,0,0,0,6,100,100,0,0,100,100,0,0,4.2,0,92.5,1,3,6.2,60,1,1,50,2,2,2,4,1,4,1,1,2,4,13100,12080,13300060210,0,0,3,6,一般国道６号
13300060220,0,0,3,6,一般国道６号,1,13403070190,0,王子金町江戸川線,,3,12300060010,0,一般国道６号,,1,1,13122,0,0,0,,0.4,0,1,0,13300060220,0,0,13100,12070,13300060210,葛飾区金町３丁目３２,1,0,1,20210914,9426,1886,11312,14730,3026,17756,13300060210,葛飾区金町３丁目３２,1,0,1,20210914,10925,2443,13368,17072,3920,20992,20351,4329,24680,31802,6946,38748,1.57,9.4,17.5,1.03,13100,12070,25011,40268,13100,12190,1,12.3,11.6,12.2,10164,4808,14972,1,58.1,56.1,57.9,16892,5611,22503,1,40.5,38.2,40,43116,29884,73000,1,58.8,56.1,58.2,45772,43020,88792,22.7,58.1,13100,12190,7.4,58.5,23.1,59.3,13100,12080,100,100,25.2,16.5,15.25,0.3,4.2,4.2,0,0,0,0,6,100,100,0,0,100,100,0,0,4.2,0,92.5,1,3,6.2,60,1,1,50,2,2,2,4,1,4,1,1,2,4,13100,12080,13300060220,0,0,3,6,一般国道６号
13300060240,0,0,3,6,一般国道６号,1,13300060160,0,一般国道６号,,6,,,葛飾区・墨田区境,,1,1,13122,0,0,0,,0.7,0,1,0,13300060240,0,0,13100,12080,13300060250,墨田区八広6丁目8-2,2,1,2,20191126,4384,800,5184,6125,1126,7251,13300060250,墨田区八広6丁目8-2,2,1,2,20191126,4156,766,4922,5832,964,6796,8540,1566,10106,11957,2090,14047,1.39,10.2,15.5,0.78,13100,12080,11418,15985,13100,12200,3,,,20.2,,,,3,,,38.8,,,,3,,,23.3,,,,3,,,49.5,,,,22,45,13100,12200,20.2,38.8,23.3,49.5,13100,12090,100,100,16.05,12.75,11.25,0.6,2.7,0,0,0,0,0,4,100,100,0,0,0,0,0,0,2.7,0,0,3,0,0,44,1,2,50,2,2,2,8,,4,1,1,2,4,13100,12090,13300060240,0,0,3,6,一般国道６号
13300060250,0,0,3,6,一般国道６号,6,,,葛飾区・墨田区境,,8,,,,,1,1,13107,0,0,0,,0.5,0,1,0,13300060250,0,0,13100,12080,13300060250,墨田区八広6丁目8-2,2,1,2,20191126,4384,800,5184,6125,1126,7251,13300060250,墨田区八広6丁目8-2,2,1,2,20191126,4156,766,4922,5832,964,6796,8540,1566,10106,11957,2090,14047,1.39,10.2,15.5,0.78,13100,12080,11418,15985,13100,12200,1,41.8,40.3,41.6,6002,1165,7167,1,11.3,10.4,11.1,6751,2676,9427,1,42.8,40.4,42.4,12565,6402,18967,1,21.7,19.5,21.3,11964,4882,16846,42.1,15.9,13100,12200,22.9,10,31.8,20.4,13100,12100,100,100,16.65,12.75,11.25,0.6,3.3,0,0,0,0,0,4,100,100,0,0,0,0,0,0,3.3,0,0,3,2,0,44,1,2,50,2,2,2,8,,4,1,1,2,4,13100,12100,13300060250,0,0,3,6,一般国道６号
13300060270,0,0,3,6,一般国道６号,1,13300060010,0,一般国道６号,,2,13300140010,0,一般国道１４号（京葉道路）,,1,1,13102,0,0,0,,0.1,0,1,0,13300060270,0,0,13100,12090,13300060270,中央区日本橋馬喰町1丁目12-7,2,1,2,20191126,13373,1533,14906,18217,2301,20518,13300060270,中央区日本橋馬喰町1丁目12-7,2,1,2,20191126,9524,1096,10620,13994,1479,15473,22897,2629,25526,32211,3780,35991,1.41,8.9,10.3,0.82,13100,12090,37213,55820,13100,12210,1,12.1,11.4,12,16956,7285,24241,1,10.8,10,10.8,14639,1413,16052,1,13.1,12,13,51336,16223,67559,1,12.5,11.4,12.4,40413,17197,57610,12.7,11.8,13100,12210,9.7,11.1,13.3,13,13100,12110,100,100,30,23,21,0.5,5.1,0,0,0,0,0,6,100,100,0,0,0,0,0,0,5.1,0,100,3,5,5,15,1,2,50,2,2,1,6,,4,1,1,2,4,13100,12110,13300060270,0,0,3,6,一般国道６号
13300060280,0,0,3,6,一般国道６号,2,13300140010,0,一般国道１４号（京葉道路）,,1,13300060020,0,一般国道６号,,1,1,13102,0,0,0,,0.1,0,1,0,13300060280,0,0,13100,12090,13300060270,中央区日本橋馬喰町1丁目12-7,2,1,2,20191126,13373,1533,14906,18217,2301,20518,13300060270,中央区日本橋馬喰町1丁目12-7,2,1,2,20191126,9524,1096,10620,13994,1479,15473,22897,2629,25526,32211,3780,35991,1.41,8.9,10.3,0.82,13100,12090,37213,55820,13100,12220,1,7.4,7.3,7.4,5886,2352,8238,1,12.8,14.3,12.9,1762,248,2010,1,7.9,8,7.9,16821,5948,22769,1,12.7,12,12.6,4763,2277,7040,7.7,12.7,13100,12220,8.4,16.9,8.7,20,13100,12110,100,100,30,23,21,0.5,5.1,0,0,0,0,0,6,100,100,0,0,0,0,0,0,5.1,0,100,3,5,5,15,1,2,50,2,2,1,6,,4,1,1,2,4,13100,12110,13300060280,0,0,3,6,一般国道６号
13300140010,0,0,3,14,一般国道１４号（京葉道路）,1,13300060270,0,一般国道６号,,6,,,中央区・墨田区境,,1,1,13102,0,0,0,,0.3,0,1,0,13300140010,0,0,13100,13010,13300140020,墨田区両国3丁目19,2,1,2,20191029,11841,1514,13355,17504,2441,19945,13300140020,墨田区両国3丁目19,2,1,2,20191029,10500,1648,12148,16400,2165,18565,22341,3162,25503,33904,4606,38510,1.51,8.8,12.4,0.49,13100,13010,34856,51935,13100,13010,1,8.9,8.3,8.8,15525,6590,22115,1,16.8,15.2,16.7,15959,1487,17446,1,11.8,11.4,11.8,47228,14838,62066,1,24,21.8,23.6,44566,18720,63286,10.6,21,13100,13010,7.4,17,9.9,25.2,13100,13010,100,100,36,24,21.5,0.8,6,6,0,0,0,0,6,100,100,0,0,100,100,0,0,6,0,100,3,6.7,6.7,58,3,2,60,2,2,1,7,,4,1,1,2,4,13100,13010,13300140010,0,0,3,14,一般国道１４号（京葉道路）
13300140020,0,0,3,14,一般国道１４号（京葉道路）,6,,,中央区・墨田区境,,1,13604630110,0,上野月島線,,1,1,13107,0,0,0,,0.8,0,1,0,13300140020,0,0,13100,13010,13300140020,墨田区両国3丁目19,2,1,2,20191029,11841,1514,13355,17504,2441,19945,13300140020,墨田区両国3丁目19,2,1,2,20191029,10500,1648,12148,16400,2165,18565,22341,3162,25503,33904,4606,38510,1.51,8.8,12.4,0.73,13100,13010,34856,51935,13100,13010,1,17,17,17,17261,8355,25616,1,15.3,14.9,15.2,17907,1808,19715,1,18.8,18.1,18.7,51620,17107,68727,1,17.1,17.4,17.2,49201,22212,71413,18.1,16.5,13100,13010,15.5,13.9,19.6,16.4,13100,13020,100,100,34,22.5,20,1.3,5.1,5.1,0,0,0,0,6,100,100,0,0,100,100,0,0,5.1,0,100,3,5.7,8.9,39,1,2,50,2,2,1,4,3,4,1,1,2,4,13100,13020,13300140020,0,0,3,14,一般国道１４号（京葉道路）
13300140030,0,0,3,14,一般国道１４号（京葉道路）,1,13604630110,0,上野月島線,,1,13403190300,0,環状三号線,,1,1,13107,0,0,0,,0.7,0,1,0,13300140030,0,0,13100,13010,13300140020,墨田区両国3丁目19,2,1,2,20191029,11841,1514,13355,17504,2441,19945,13300140020,墨田区両国3丁目19,2,1,2,20191029,10500,1648,12148,16400,2165,18565,22341,3162,25503,33904,4606,38510,1.51,8.8,12.4,0.73,13100,13010,34856,51935,13100,13020,1,12.4,11.9,12.3,13746,7281,21027,1,14.5,14,14.5,16032,1763,17795,1,18.5,17.2,18.4,44952,15984,60936,1,15.4,15.1,15.4,43066,20898,63964,15.8,15.1,13100,13020,13,17.4,20.4,18.9,13100,13020,100,100,34,22.5,20,1.3,5.1,5.1,0,0,0,0,6,100,100,0,0,100,100,0,0,5.1,0,100,3,5.7,8.9,39,1,2,50,2,2,1,4,3,4,1,1,2,4,13100,13020,13300140030,0,0,3,14,一般国道１４号（京葉道路）
13300140040,0,0,3,14,一般国道１４号（京葉道路）,1,13403190300,0,環状三号線,,1,13604650060,0,深川吾嬬町線,,1,1,13107,0,0,0,,0.9,0,1,0,13300140040,0,0,13100,13020,13300140040,墨田区江東橋1丁目7-21　,2,1,2,20191029,10357,1411,11768,15447,2234,17681,13300140040,墨田区江東橋1丁目7-21　,2,1,2,20191029,9609,1573,11182,14913,2061,16974,19966,2984,22950,30360,4295,34655,1.51,9.2,13,0.75,13100,13020,25954,39539,13100,13030,1,11.7,11.6,11.7,12904,6940,19844,1,14.5,14.9,14.5,15297,1747,17044,1,15.3,15.4,15.3,43654,16273,59927,1,17.6,18.1,17.7,42350,19370,61720,13.9,16.6,13100,13030,12.6,16.5,17.7,18.7,13100,13020,100,100,34,22.5,20,1.3,5.1,5.1,0,0,0,0,6,100,100,0,0,100,100,0,0,5.1,0,100,3,5.7,8.9,39,1,2,50,2,2,1,4,3,4,1,1,2,4,13100,13020,13300140040,0,0,3,14,一般国道１４号（京葉道路）
13300140050,0,0,3,14,一般国道１４号（京葉道路）,1,13604650060,0,深川吾嬬町線,,6,,,墨田区・江東区境,,1,1,13107,0,0,0,,0.4,0,1,0,13300140050,0,0,13100,13020,13300140040,墨田区江東橋1丁目7-21　,2,1,2,20191029,10357,1411,11768,15447,2234,17681,13300140040,墨田区江東橋1丁目7-21　,2,1,2,20191029,9609,1573,11182,14913,2061,16974,19966,2984,22950,30360,4295,34655,1.51,9.2,13,0.75,13100,13020,25954,39539,13100,13040,1,13.5,13.4,13.5,13872,6861,20733,1,19.7,19.8,19.7,14600,1726,16326,1,18.1,19.1,18.2,45601,16939,62540,1,21.1,21.1,21.1,41666,19923,61589,16.3,20.6,13100,13040,14.5,19.4,19.7,20.6,13100,13020,100,100,34,22.5,20,1.3,5.1,5.1,0,0,0,0,6,100,100,0,0,100,100,0,0,5.1,0,100,3,5.7,8.9,39,1,2,50,2,2,1,4,3,4,1,1,2,4,13100,13020,13300140050,0,0,3,14,一般国道１４号（京葉道路）
13300140060,0,0,3,14,一般国道１４号（京葉道路）,6,,,墨田区・江東区境,,1,13403060200,0,王子千住夢の島線,,1,1,13108,0,0,0,,0.6,0,1,0,13300140060,0,0,13100,13020,13300140040,墨田区江東橋1丁目7-21　,2,1,2,20191029,10357,1411,11768,15447,2234,17681,13300140040,墨田区江東橋1丁目7-21　,2,1,2,20191029,9609,1573,11182,14913,2061,16974,19966,2984,22950,30360,4295,34655,1.51,9.2,13,0.72,13100,13020,25954,39539,13100,13040,1,28.4,28.5,28.4,16126,7265,23391,1,17.9,16.9,17.9,14793,1785,16578,1,27.4,27.3,27.4,48555,17686,66241,1,20.8,20.4,20.7,41330,19271,60601,27.7,19.7,13100,13040,29,17.4,30.6,18.2,13100,13030,100,100,38,22.5,20,1.3,5.1,5.1,2,2,2,2,6,100,66.7,33.3,0,100,66.7,33.3,0,5.1,2,100,2,5,13.3,41,1,2,50,2,2,1,4,3,4,1,1,2,4,13100,13030,13300140060,0,0,3,14,一般国道１４号（京葉道路）
